name,address,city,state,zip,phone,clia_number,lab_type,cms_facility_type_name,test_volume,site_count
LAB CLINICO SUNNY HILLS INC,AVENIDA SANTA JUANITA B-6,BAYAMON,PR,00956,7877780404,40D0974756,REFERENCE,independent,28012,0
LABORATORIO CLINICO HATO ARRIBA,CARR 111 KM 14 PLAZA HATO ARRIBA,SAN SEBASTIAN,PR,00685,7872803085,40D0974964,REFERENCE,independent,5056,0
LAB CLINICO Y BACT TIERRA SANTA,BO VILLALBA ARRIBA  SECTOR TIERRA SANTA,VILLALBA,PR,00766,7878476948,40D0975943,REFERENCE,independent,12000,0
LABORATORIO CLINICO GUAYANES,900 MUNOZ RIVERA,PENUELAS,PR,00624,7878367926,40D0976691,REFERENCE,independent,6914,0
LABORATORIO CLINICO OBYMAR,CARR 420 KM 04 BARRIO VOLADORAS,MOCA,PR,00676,7878181325,40D0977871,REFERENCE,independent,4659,0
LABORATORIO CLINICO IRIZARRY GUASCH,CARR PR-1 BO MONTELLANO,CAYEY,PR,00736,7877380985,40D0979435,REFERENCE,independent,84776,0
LABORATORIO CLINICO CANTERA,1002 CARR # 2 BO CANTERA,MANATI,PR,00674,7878543920,40D0980866,REFERENCE,independent,7440,0
LABORATORIO CLINICO BORINQUEN-AVENIDA MUNOZ MARIN,URB MARIOLGA AVE MUNOZ MARIN V 42,CAGUAS,PR,00725,7877040100,40D0982045,REFERENCE,independent,7000,0
LABORATORIO CLINICO ALMACIGO,BO ALMACIGO BAJO CARR 371 KM 1 HM 7,YAUCO,PR,00698,7878564463,40D0984957,REFERENCE,independent,3952,0
MAS CLINICAL LABS,EDIFICIO MEDICO PROFESIONAL BORINQUEN,CABO ROJO,PR,00623,7872550049,40D0997912,REFERENCE,independent,6210,0
LAB CLINICO Y  BACTERIOLOGICO DE CIALES INC,CALLE CORCHADO #32,CIALES,PR,00638,7878712626,40D1001273,REFERENCE,independent,33490,0
LABORATORIO CLINICO Y BACTERIOLOGICO SUSUA,SUSUA ALTA LA PALMITA CARR #368 KM 10 HM 7,YAUCO,PR,00698,7878565211,40D1002420,REFERENCE,independent,3794,0
LABORATORIO CLINICO PLAZA OASIS,EDIFICIO C CARR 153 KM 9 HM 9 BO FELICIA,SANTA ISABEL,PR,00757,7878451508,40D1003142,REFERENCE,independent,14404,0
"CDT-POLICLINICA DR SALVADOR RIBOT RUIZ, INC","CARR 857 KM O, HM 4  BO CANOVANILLAS",CAROLINA,PR,00986,7877529375,40D1004996,REFERENCE,independent,9940,0
LABORATORIO CLINICO PASEOS,PASEO LAS CUMBRES SHOPPING CENTER PR 199 SUITE 105,SAN JUAN,PR,00926,7879992797,40D1006749,REFERENCE,independent,6579,0
LABORATORIO CLINICO TOLEDO,CARR PR-2 KM 78 HM 6 AVE MIRAMAR 1079,ARECIBO,PR,00612,7878170101,40D1009496,REFERENCE,independent,2148,0
LABORATORIO CLINICO SAN VICENTE,CALLE TULIO OTERO #15,VEGA BAJA,PR,00694,7878072974,40D1012245,REFERENCE,independent,20952,0
"LABORATORIO CLINICO Y  BACTERIOLOGICO GENESIS, INC","MARGINAL PR-54, BARRIO MACHETE, SOLAR A-2",GUAYAMA,PR,00784,7878666470,40D1016877,REFERENCE,independent,48500,0
LABORATORIO CLINICO SHALOM,"CARR #2, KM 101, HM 6, BO TERRANOVA",QUEBRADILLAS,PR,00678,7878954999,40D1020316,REFERENCE,independent,8816,0
LABORATORIO CLINICO EMANUEL,AVE TRIO VEGABAJENO U 16,VEGA BAJA,PR,00693,7878550756,40D1020737,REFERENCE,independent,3776,0
LABORATORIO CLINICO SANTA ANA,AVE SANTA ANA BO JUAN SANCHEZ,BAYAMON,PR,00959,7872722345,40D1022655,REFERENCE,independent,1800,0
LABORATORIO CLINICO D MAES,306 CARR PR-123,PONCE,PR,00731,7878444884,40D1023907,REFERENCE,independent,85700,0
LABORATORIO CLINICO LAUREL,AVE LAUREL AQ 35 SANTA JUANITA,BAYAMON,PR,00956,7879953888,40D1024025,REFERENCE,independent,12000,0
LABORATORIO CLINICO BORINQUEN-DOMENECH,AVE DOMENECH 400 SUITE 103-B,HATO REY,PR,00918,7877537155,40D1027523,REFERENCE,independent,14050,0
CENTRO DIAGNOSTICO Y TRATAMIENTO DR CESAR,MUNOZ RIVERA FINAL,JUNCOS,PR,00777,7873336108,40D1031706,REFERENCE,public_health_lab,64810,0
LABORATORIO CLINICO JIREH,"CARR #2 , KM 18, HM 6, AVE LOS JARDINES, LA FUENTE",TOA ALTA,PR,00953,7877407481,40D1031776,REFERENCE,independent,18763,0
LABORATORIO CLINICO LAS LOMAS,CARR #2 KM 174 EDIF SAN GERMAN MEDICAL PLAZA,SAN GERMAN,PR,00683,7878920583,40D1032744,REFERENCE,public_health_lab,4160,0
LABORATORIO CLINICO SAN CRISTOBAL,CARR 183 KM 18 HH 6,LAS PIEDRAS,PR,00771,7877337065,40D1034702,REFERENCE,independent,1777,0
BCW PUERTO RICO,"URB LAS VEGAS CALLE CALLE 8, AA-6",CATANO,PR,00962,7872751919,40D1037837,REFERENCE,independent,1627,0
LABORATORIO CLINICO FABINAEL,CARR PR-2 KM 123 HM 3 URB CRISTAL 68 BO CORRALES,AGUADILLA,PR,00603,7878825915,40D1038041,REFERENCE,independent,3420,0
LABORATORIO CLINICO GINARA,1253 CALLE JUAN BAEZ URB SAN MARTIN,RIO PIEDRAS,PR,00924,7877505276,40D1043613,REFERENCE,independent,8640,0
LAB CLINICO SAN ANTONIO INC,CARR 402 KM 3 HM 9 BO CARACOL,ANASCO,PR,00610,7878267662,40D1045313,REFERENCE,independent,15250,0
LABORATORIO CLINICO OLYMPIC PLAZA,"EXTENSION CENTRO COMERCIAL, CARIBBEAN SHOPPING",LAS PIEDRAS,PR,00771,7877338850,40D1046214,REFERENCE,independent,6400,0
LABORATORIO CLINICO LAS TUNAS INC,CARR 121 KM 3 HM 6 LAS TUNAS,SABANA GRANDE,PR,00637,7878730564,40D1046215,REFERENCE,independent,7100,0
LABORATORIO  CLINICO Y BACTERIOLOGICO MONTEMAR,CARR 140 KM 63 HM 4 BO MAGUEYES,BARCELONETA,PR,00617,7878460303,40D1046933,REFERENCE,independent,32550,0
QUEST DIAGNOSTICS,CARR PR 2 KM 46 HM 4 BO COTTO NORTE,MANATI,PR,00674,7873002990,40D1047315,REFERENCE,independent,3120,0
LABORATORIO CLINICO LOS PINOS,CARR PR-2 KM 67 HM 7 BO SANTANA,ARECIBO,PR,00612,7878812828,40D1059872,REFERENCE,independent,24000,0
LABORATORIO CLINICO FREYTES,CALLE 1 B 1-9 VILLAS DE LOIZA,LOIZA,PR,00772,7878862984,40D1060233,REFERENCE,independent,57103,0
LABORATORIO CLINICO Y BACTERIOLOGICO DEL NORTE,CARR PR-493 KM 0 HM 7 BO CARRIZALES,HATILLO,PR,00659,7878805555,40D1061914,REFERENCE,independent,8208,0
LABORATORIO CLINICO ESCRIBANO,ROAD 639 KM 4 8 BO SABANA HOYOS,ARECIBO,PR,00612,7878152852,40D1065106,REFERENCE,independent,13800,0
LABORATORIO CLINICO KARYNELL,BO ATALAYA ROAD 411 KM 9 4,AGUADA,PR,00602,7878684999,40D1067605,REFERENCE,independent,21632,0
LABORATORIO CLINICO ROLON EL JUNCO,ROAD 651 KM2 5 SECTOR EL JUNCO,ARECIBO,PR,00612,7878790749,40D1067611,REFERENCE,independent,2400,0
LABORATORIO CLINICO EMANUEL INC,ROAD 152 KM 8 BO QUEBRADILLAS,BARRANQUITAS,PR,00794,7878570300,40D1067731,REFERENCE,independent,12666,0
LABORATORIO CLINICO VILLA  ANA CAGUAS III,CENTRO COMERCIAL AMERICAN PLAZA,CAGUAS,PR,00725,7877432580,40D1068774,REFERENCE,independent,31364,0
LAB CLINICO BORINQUEN - CAGUAS RALPH,CENTRO COMERCIAL RALPH FOOD WAREHOUSE,CAGUAS,PR,00725,7877430330,40D1068825,REFERENCE,independent,7600,0
LABORATORIO CLINICO CUBA,CARR PR-125 KM 5 HM 2 CALLE BARBOSA 326,MOCA,PR,00676,7878182822,40D1069513,REFERENCE,independent,16200,0
LABORATORIO CLINICO Y BACTERIOLOGICO GLADYAN,CATALINA MORALES STREET 5 SUITE 2,YABUCOA,PR,00767,7872663300,40D1070598,REFERENCE,independent,9305,0
LABORATORIO CLINICO LLANADAS,CARR 140 KM 67,BARCELONETA,PR,00617,7878466323,40D1071152,REFERENCE,independent,12160,0
LABORATORIO CLINICO BORINQUEN LOS PRADOS,CENTRO COMERCIAL LOS PRADOS BO CANABON CARR 156,CAGUAS,PR,00726,7877430330,40D1072090,REFERENCE,independent,8100,0
LABORATORIO CLINICO MEDITECH,98 CALLE 2 ESQUINA 3 BARRIO MAMEYES 11,RIO GRANDE,PR,00721,7876971510,40D1083892,REFERENCE,hmo,123032,0
LABORATORIO CLINICO CONSTANCIA,"CENTRO COMERCIAL CONTANCIA PLAZA 103,",HORMIGUEROS,PR,00660,7878493845,40D1088497,REFERENCE,independent,30000,0
LABORATORIO CLINICO PONCENO,CARR PR-2 KM 225 HM 8 LOCAL 26-B,PONCE,PR,00730,7878439000,40D1088498,REFERENCE,hmo,55300,0
LABORATORIO CLINICO JERUSALEN,CARR PR-348 KM 4 HM 8 BARRIO MALEZAS,MAYAGUEZ,PR,00680,7878328385,40D1089465,REFERENCE,independent,13520,0
LABORATORIO CLINICO AVANZADO EMMANUEL INC,CARR PR-149 KM 3 HM 0 CENTRO COMERCIAL MONACO,MANATI,PR,00674,7878545858,40D1090756,REFERENCE,independent,17229,0
LABORATORIO CLINICO IRIZARRY GUASCH,CARR PR-506 SOLAR 3 LEGACY OFFICE PARK,PONCE,PR,00780,7878997222,40D1092622,REFERENCE,independent,2698,0
PROFESSIONAL HOSPITAL GUAYNABO,AVE LAS CUMBRES,GUAYNABO,PR,00969,7877086560,40D1092624,REFERENCE,health_fair,214700,0
LABORATORIO CLINICO VILLA ANA,"CARR 1, KM 27, HM 8 RIO CANAS,",CAGUAS,PR,00725,7877440777,40D1094840,REFERENCE,independent,45838,0
LABORATORIO CLINICO RIAZA,"#502 CALLE RIAZA, URB MATIENZO CINTRON, BO ORIENTE",SAN JUAN,PR,00928,7879630977,40D1095483,REFERENCE,independent,49824,0
LABORATORIO CLINICO IRIZARRY GUASCH MIRADERO,CARRETERA 108 KM 2 HM 9 BARRIO MIRADERO,MAYAGUEZ,PR,00680,7878061676,40D1095984,REFERENCE,independent,297388,0
LABORATORIO CLINICO LORIMAR,CARR PR-115 KM 20 HM 5 BARRIO GUAYABO,AGUADA,PR,00602,7872523167,40D1096293,REFERENCE,independent,53768,0
LABORATORIO CLINICO FERNANDEZ II,CARR 129 KM 15 HM 4 SECTOR MIJAN BO PALMALLANO,LARES,PR,00669,7878978365,40D1098403,REFERENCE,independent,23800,0
LABORATORIO CLINICO DEL ATLANTICO,CARR PR-2 KM 78 HM 02 AVE MIRAMAR 860,ARECIBO,PR,00612,7878789833,40D1099014,REFERENCE,independent,4270,0
LABORATORIO CLINICO MARBELLA,CARR PR-687 KM 0 HM 7 INT URBANIZACION CIUDAD REAL,VEGA BAJA,PR,00693,7878556363,40D1100145,REFERENCE,independent,16072,0
LABORATORIO CLINICO IRIZARRY GUASCH,COOP CENTRAL BORINQUEN PLAZA ROAD 107 KM 3 HM 7,AGUADILLA,PR,00603,7878997222,40D1102307,REFERENCE,independent,2070,0
LABORATORIO CLINICO MARIELYS INC,CALLE 13 G 52 SANTA MONICA,BAYAMON,PR,00956,7872691799,40D1102757,REFERENCE,independent,13500,0
LABORATORIO CLINICO METROPOLIS,"CARR-PR-860, KM 0, HM 9, HG -25",CAROLINA,PR,00987,7875641495,40D1102872,REFERENCE,independent,17690,0
LABORATORIO CLINICO EMANUEL,CARR PR-696 BO HIGUILLAR CALLE 1 ESQ A COMUNIDAD,DORADO,PR,00646,7872783030,40D1106035,REFERENCE,independent,3500,0
ATLANTIC PATHOLOGY,"CALLE 3 BLQ I-26, URB FLAMBOYAN",MANATI,PR,00674,7878547270,40D1106521,REFERENCE,independent,7100,0
LABORATORIO CLINICO MEDIA LUNA,CARR PR-865 KM 1 HM 3 BO MEDIA LUNA LUNA,TOA BAJA,PR,00951,7877943939,40D1107086,REFERENCE,independent,12651,0
LABORATORIO CLINICO BORINQUEN - DORADO,CENTRO COMERCIAL PLAZA DORADA AVE JOSE EFRON ESQ,DORADO,PR,00646,7876657010,40D1107161,REFERENCE,independent,23440,0
LABORATORIO CLINICO BARRAZAS,CARR PR-853 KM 11 HM 4 BARRIO BARRAZAS,CAROLINA,PR,00985,7877761300,40D2000937,REFERENCE,independent,3400,0
LABORATORIO CLINICO FIGUEROA,CARR PR-155 KM 58 HM 5 BARRIO PUGNADO ADENTRO,VEGA BAJA,PR,00693,7878584848,40D2000974,REFERENCE,independent,2100,0
LABORATORIO CLINICO GENETIC SCIENCE LABORATORY,EDIF CARIBBEAN CINEMAS SUITE 203 CENTRO COMERCIAL,GUAYNABO,PR,00969,7877086449,40D2002884,REFERENCE,independent,9868,0
LABORATORIO CLINICO ALONDRA,CARRETERA 2 KM 28 HM 1 BO ESPINOSA,VEGA ALTA,PR,00692,7879155164,40D2003351,REFERENCE,independent,4872,0
LABORATORIO CLINICO ESCRIBANO,CARR-PR- 639 KM 1 HM 8  BO SABANA HOYOS,SABANA HOYOS,PR,00688,7878152852,40D2003455,REFERENCE,independent,9742,0
LABORATORIO CLINICO BIO MAS,PLAZA PRADERA SHOPPING CENTER EDIFICIO D SUITE 1 B,BAYAMON,PR,00959,7873760739,40D2003981,REFERENCE,independent,17956,0
LABORATORIO CLINICO Y BACTERIOLOGICO GENESIS II,"CARR-PR-3, KM122, HM 6",PATILLAS,PR,00723,7878399393,40D2009736,REFERENCE,independent,44836,0
LABORATORIO CLINICO BACTERIOLOGICO SAN ANTONIO II,"CARR #107, KM 3, HM3, AVE PEDRO ALBIZU CAMPOS",AGUADILLA,PR,00603,7878906161,40D2015273,REFERENCE,independent,28000,0
LABORATORIO CLINICO EASTERN VALLEY,ROAD PR 976 KM 2 HM 7,FAJARDO,PR,00738,7876557755,40D2017180,REFERENCE,independent,28512,0
LABORATORIO CLINICO BORINQUEN-MANATI,MARGINAL ELLIOT VELEZ  B -50 URBANIZACION  ATENAS,MANATI,PR,00674,7878540330,40D2017474,REFERENCE,independent,37500,0
"HEALTHCARE AMBULATORY SERVICES, INC",PLAZA DEL CARMEN MALL  NUM 24,CAGUAS,PR,00725,7872866060,40D2024079,REFERENCE,other,62959,0
LABORATORIO CLINICO BORINQUEN-ITURREGUI PLAZA,AVE 65TH INFANTERIA,SAN JUAN,PR,00925,7872810370,40D2024597,REFERENCE,independent,42656,0
LABORATORIO CLINICO PASEO DEL SUR,CENTRO COMERCIAL PASEO DEL SUR PLAZA,PONCE,PR,00731,7875059195,40D2026069,REFERENCE,independent,6328,0
LABORATORIO CLINICO LA VICTORIA,"ROAD 446 KM 3, HM 5 BO ROBLES",SAN SEBASTIAN,PR,00685,7878960503,40D2026774,REFERENCE,independent,4704,0
LABORATORIO CLINICO DEL TOA,"CARR 165, KM 10, HM 4 LILLY MINI MALL",TOA ALTA,PR,00953,7874862768,40D2027375,REFERENCE,independent,42172,0
LABORATORIO CLINICO ISLA CENTRO TOA ALTA,RIO DEL PLATA MALL FIRST FLOR SUITE A 8,TOA ALTA,PR,00953,7875453200,40D2027377,REFERENCE,independent,2584,0
LABORATORIO CLINICO BULEVAR,ROAD 14 KM 30HM 7 BARRIO SAN ILDEFONSO LOCAL 1,COAMO,PR,00769,7878257262,40D2030974,REFERENCE,independent,24969,0
LABORATORIO CLINICO FERNANDEZ 1,"CARRETERA 129 KM 23 HM 5, BO PILETAS",LARES,PR,00669,7876308976,40D2031235,REFERENCE,independent,6720,0
LABORATORIO CLINICO CARIBE,"EDIFICIO VALE COLON, CARR PR-111 KM 3, HM 5",MOCA,PR,00676,7878777606,40D2031886,REFERENCE,independent,720,0
QUEST DIAGNOSTICS LAB DE ANALISIS CLINICO,SANTA CRUZ B-12,BAYAMON,PR,00960,7874742900,40D2035090,REFERENCE,independent,9672,0
LABORATORIO CLINICO TIAGO,"URBANIZACION SAN FELIZ CALLE 1 , A-2",COROZAL,PR,00783,7878591823,40D2037156,REFERENCE,independent,2159,0
LABORATORIO CLINICO ESCENICO,"ROAD 10 KM 59 HM 3 SOLAR,  BO HATO VIEJO",ARECIBO,PR,00612,7878162600,40D2040079,REFERENCE,independent,3500,0
LABORATORIO CLINICO PARQUE ESCORIAL,CTRO COMERCIAL MONTE CARLOS LOCAL 2,SAN JUAN,PR,00928,7879057833,40D2041973,REFERENCE,independent,9674,0
LABORATORIO CLINICO DOCTOR CENTER CUBUY,"CARRETERA ESTATAL 186, K7, HM 6, BO CUBUY",CANOVANAS,PR,00729,7872007755,40D2046807,REFERENCE,independent,387,0
LABORATORIO CLINICO ROLON,AVENIDA CATALINA SANTIAGO CHICO 104,ARECIBO,PR,00612,7878172700,40D2047660,REFERENCE,independent,746,0
"LABORATORIO CIMA CAMINO NUEVO, INC","CARRETERA PR-901, KM 3 HM 6 BARRIO CAMINO NUEVO",YABUCOA,PR,00767,7872665544,40D2047664,REFERENCE,independent,86296,0
LABORATORIO CLINICO CAIMITO,"CARRETERA 842, KM 5, HM4 CAIMITO ALTO",SAN JUAN,PR,00926,7873973439,40D2048021,REFERENCE,independent,4514,0
LABORATORIO TERESITA,"Y-20, CALLE 21, AVENIDA LUIS MUNOZ MARIN",CAGUAS,PR,00725,7877167050,40D2050597,REFERENCE,independent,1478,0
LABORATORIO CLINICO TRIXYMAR PLAZA DEL MAR,"EDIFICIO PLAZA DEL MAR, LOCAL # 12, CARR PR-3",HUMACAO,PR,00791,7878521111,40D2050600,REFERENCE,independent,18180,0
LABORATORIO CLINICO BONET HERNANDEZ,CARRETERA #2 KM 55 HM 7,BARCELONETA,PR,00617,7876000321,40D2052963,REFERENCE,independent,18720,0
LABORATORIO CLINICO MED-LAB,"PR-109, KM 26 HM 5, BO CULEBRINAS,",SAN SEBASTIAN,PR,00685,7875688833,40D2053249,REFERENCE,independent,26780,0
LABORATORIO CLINICO YENIMARIS,"MARGINAL LOMAS DE CAROLINA , CARR PR-3 KM11 HM 0",CAROLINA,PR,00985,7877683400,40D2053476,REFERENCE,independent,8765,0
LABORATORIO CLINICO LA MONSERRATE,EDIFICIO COMERCIAL BELMONTE CENTRO,MAYAGUEZ,PR,00680,7878051495,40D2054127,REFERENCE,independent,9200,0
LABORATORIO CLINICO MARTIN,"URB JARDINES DE CAPARRA, M5 AVE COLECTORA CENTRAL",BAYAMON,PR,00959,7877078504,40D2056342,REFERENCE,independent,6232,0
LABORATORIO CLINICO LA MORENITA,"CARR 174 KM 10 HM 2, BO GUARAGUAO ABAJO",BAYAMON,PR,00959,7876454297,40D2058420,REFERENCE,independent,5997,0
LABORATORIO CLINICO PLAZA CAPARRA,"1498 AVE ROOSEVELT , PLAZA CAPARRA SHOPPING CENTER",GUAYNABO,PR,00966,7875455024,40D2058614,REFERENCE,independent,19471,0
LABORATORIO CLINICO SHADDAI,"CARR 2, KM 99 BO COCOS",QUEBRADILLAS,PR,00678,7878956173,40D2059616,REFERENCE,independent,44160,0
LABORATORIO CLINICO BORINQUEN-WINSTON CHURCHILL,"AVE, WINSTON CHURCHILL# 200, ESQUINA ARROYO,",SAN JUAN,PR,00926,7877632191,40D2061231,REFERENCE,independent,7528,0
LABORATORIO CLINICO VILLA ANA III,18 MARTINEZ ESQ ALMODOVAR,JUNCOS,PR,00777,7877348126,40D2062720,REFERENCE,independent,4300,0
LABORATORIO CLINICO ISLAMAR,CENTRO COMERCIAL COOPERATIVO MAUNACOOP,ARROYO,PR,00714,7872713636,40D2065068,REFERENCE,independent,43807,0
LABORATORIO CLINICO IRIZARRY GUASCH,"CONDOMINIO SAN JOSE, SUITES 101 Y 102",CABO ROJO,PR,00623,7878997222,40D2066872,REFERENCE,independent,16350,0
LABORATORIO CLINICO TERESITA,"URB TERESITA J-1, CALLE 3",BAYAMON,PR,00961,7877167050,40D2077572,REFERENCE,independent,4003,0
"PRYMED MEDICAL CARE, INC","CARR 2, KM 39, HM 8, BO ALGARROBO",VEGA BAJA,PR,00693,7878710601,40D2086085,REFERENCE,independent,32684,0
LABORATORIO CLINICO BORINQUEN-ALEJANDRINO,"INTERSECCION CARRETERAS PR-177, AVE LOMAS VERDES",SAN JUAN,PR,00928,7877430330,40D2088055,REFERENCE,independent,63820,0
LABORATORIO CLINICO PRINCIPAL CAPARRA,"CARRETERA PR-2, KN 7 HM 56",GUAYNABO,PR,00966,7879197060,40D2089662,REFERENCE,independent,79843,0
LABORATORIO CLINICO SUNRISE BAY,5900 AVE ISLA VERDE,CAROLINA,PR,00979,7872323231,40D2093061,REFERENCE,independent,6275,0
LABORATORIO CLINICO BORINQUEN -GURABO PRADERAS,SHOPPING PRADERAS DE NAVARRO PR 931 KM 5 4,GURABO,PR,00778,7877430300,40D2095191,REFERENCE,independent,38400,0
HIGH PROFILE LABORATORY MARAMAR,"MARAMAR PLAZA SAN PATRICIO AVE 101, LOCAL G-2",GUAYNABO,PR,00968,7877050624,40D2096148,REFERENCE,independent,64335,0
"LABORATORIO CLINICO PLAZA PALACIOS, INC","PLAZA LOS PALACIOS SHOPPING CTR, INTERSECCION CARR",TOA ALTA,PR,00953,7877301515,40D2097128,REFERENCE,independent,20632,0
CDT-CENTRO SAN CRISTOBAL,"CARR PR-153, ESQ PR-52, BARRIO FELICIA 2",SANTA ISABEL,PR,00757,7879710040,40D2108889,REFERENCE,independent,38576,0
EXPRESS CLINICAL LAB,"CARR-PR-3, AVE LOS VETERANOS, SOLAR B-11",GUAYAMA,PR,00784,7875580632,40D2112768,REFERENCE,independent,29000,0
LABORATORIO CLINICO HATO,"CARR 183, KM 7, HM 7, BO HATO",SAN LORENZO,PR,00754,7875931892,40D2116083,REFERENCE,independent,1524,0
LABORATORIO CLINICO PERLA DEL PLATA,"CARR NUM 156, KM 35 HM 4, BARRIO DONA ELENA",COMERIO,PR,00782,7874831038,40D2116085,REFERENCE,independent,35884,0
LABORATORIO CLINICO LOS PUERTOS,"SOLAR 67, CARR 691, COMM LOS PUERTOS, BO HIGUILLAR",DORADO,PR,00646,7872230545,40D2123303,REFERENCE,independent,7072,0
METRO PAVIA CLINIC - AGUADILLA,CARRETERA 107 BARRIO CAMASEYES,AGUADILLA,PR,00603,7872969778,40D2126577,REFERENCE,other,190695,0
LABORATORIO CLINICO PUNTA DIAMANTE,"BO CANAS, SECTOR PUNTA DIAMANTE,",PONCE,PR,00728,7872156439,40D2126786,REFERENCE,independent,8050,0
LABORATORIO CLINICO PROFESIONAL EMANUEL-RIO CANAS,"CARR PR-14, KM 18, HM 3, BARRIO TIJERAS",JUANA DIAZ,PR,00795,7875800080,40D2126789,REFERENCE,independent,4600,0
LABORATORIO CLINICO VILLA ANA AGUAS BUENAS II,CALLE DR RAFAEL LASA  # 48,AGUAS BUENAS,PR,00703,7877326479,40D2129969,REFERENCE,independent,5900,0
SANTURCE MEDICAL MALL CLINICAL LAB,"AVE PONCE DE LEON 1801, EDIF SANTURCE MEDICAL MALL",SANTURCE,PR,00909,7876388410,40D2133089,REFERENCE,independent,9300,0
LABORATORIO CLINICO COLON,"LEGACY SENIOR LIVING, CALLE VICTORIA ESQ PR-908",HUMACAO,PR,00791,7876375555,40D2162863,REFERENCE,independent,14350,0
LABORATORIO CLINICO TRIXYMAR JARDINES DE ARROYO,"URB JARDINES DE ARROYO, CALLE B E-8,",ARROYO,PR,00714,7873186107,40D2167585,REFERENCE,independent,8468,0
LABORATORIO POLICLINICA BELLA VISTA,"CARR PR-2, KM 158 HM 3",MAYAGUEZ,PR,00682,7878346161,40D2190383,REFERENCE,independent,50300,0
LABORATORIO CLINICO LORIMAR,"CARR 125, KM 162, BO GUATEMALA",SAN SEBASTIAN,PR,00685,7872801800,40D2211053,REFERENCE,independent,976,0
LABORATORIO CLINICO  CIUDADELA,"AVE PONCE DE LEON # 1511, PLAZA CIUDADELA III",SAN JUAN,PR,00908,7877057140,40D2215152,REFERENCE,independent,6200,0
LABORATORIO CLINICO EBENEZER,"CARR 132, K4, H5, BO MACANA",GUAYANILLA,PR,00656,9397313726,40D2217990,REFERENCE,independent,350,0
LABORATORIO CLINICO VAZQUEZ,"PR 681, KM 2 HM 4 SECTOR JAREALITOS,BO ISLOTE",ARECIBO,PR,00612,7878151010,40D2222528,REFERENCE,independent,5300,0
LABORATORIO CLINICO ELENA,AVE PADRE NOEL ESQ AVE HOSTOS NUM 3,PONCE,PR,00716,7876516058,40D2228819,REFERENCE,independent,18768,0
LABORATORIO CLINICO TERESITA,410 MENDEZ VIGO,DORADO,PR,00646,7877167050,40D2236306,REFERENCE,independent,3220,0
"LABORATORIO CLINICO IRIZARRY GUASCH, INC SABANA GR",AVENIDA VICENTE QUILINCHINI # 40,SABANA GRANDE,PR,00637,7878997222,40D2236715,REFERENCE,independent,5185,0
CDT CENTRO MEDICO DIAGNOSTICO MUNOZ RIVERA,"59 AVE ESMERALDA, URB MUNOZ RIVERA",GUAYNABO,PR,00969,7877203234,40D2238080,REFERENCE,independent,37700,0
LABORATORIO CLINICO MARIE-E,"CALLE 47, BLOQUE 54 # 8, URB SIERRA BAYAMON",BAYAMON,PR,00961,7872691799,40D2241409,REFERENCE,independent,2500,0
LABORATORIO CLINICO BIRRIEL,URB MONTE BRISAS CALLE H BLOQUE A 39,FAJARDO,PR,00738,7872669111,40D2242391,REFERENCE,independent,33500,0
LABORATORIO CLINICO GALIZA,"CARR 165, KM 7 HM 7 LOCAL # 6 BO QUEBRADA CRUZ",TOA ALTA,PR,00954,7878702200,40D2245255,REFERENCE,independent,35265,0
LABORATORIO AMADOR LLC,PLAZA BELLA VISTA CARR 149 KM 18 HM 7,CIALES,PR,00638,7879499088,40D2257067,REFERENCE,independent,4980,0
LABORATORIO CLINICO CANEY,URBANIZACION VILLAS DE CANEY CALLE CAGUAX A 13,TRUJILLO ALTO,PR,00976,7872195519,40D2259798,REFERENCE,independent,6100,0
LABORATORIO CLINICO LORANDRE,"CARR 149, KM 8, BO RIO  ARRIBA SALIENTE",MANATI,PR,00674,7874025275,40D2276624,REFERENCE,independent,9280,0
"HIGH PROFILE LABORATORY PONCE, LLC",CALLE NAVARRA 1825,PONCE,PR,00716,7877155050,40D2281228,REFERENCE,independent,19000,0
LABORATORIO CLINICO SALUD Y VIDA,"CARR 2, KM 43 HM 3, BO ALGARROBO",VEGA BAJA,PR,00693,7879155052,40D2283331,REFERENCE,independent,8928,0
LABORATORIO CLINICO LA FE,"CARR PR-510,, KM 2 HM 10, BO SABANA LLANA",JUANA DIAZ,PR,00795,9399929608,40D2283645,REFERENCE,independent,12500,0
LABORATORIO CLINICO BAYANEY,"CARR EST PR-110, KM 29 , HM2,",AGUADILLA,PR,00603,7878191791,40D2285280,REFERENCE,independent,3450,0
DONATELLO CLINICAL LAB,"BOQUERON , SECTOR LAS ARENAS, PR-101, KM 16 HM 4",BOQUERON,PR,00622,7878279131,40D2285979,REFERENCE,independent,7600,0
LABORATORIO CLINICO MARINA,"CARRETERA 110, KM 19, HM 6 BARRIO CENTRO",MOCA,PR,00676,7878187773,40D2287572,REFERENCE,independent,6982,0
PUERTO RICO PATHOLOGY LABORATORY,"198 CALLE TRINIDAD, SUITE 103, URB PINERO",SAN JUAN,PR,00917,7879991828,40D2288219,REFERENCE,independent,44000,0
LABORATORIO CLINICO VEGA II,ARECIBO MEDICAL PLAZA,ARECIBO,PR,00612,7878171006,40D2294358,REFERENCE,independent,960,0
LABORATORIO CLINICO DEL OESTE,"CARR PR-NUM 2, KM 123, HM 8 BO CAIMITAL BAJO",AGUADILLA,PR,00603,9397175840,40D2294364,REFERENCE,independent,5750,0
