name,city,state,zip,clia,domain,error
"CANCER AND HEMATOLOGY CENTERS LABORATORY, THE",GRAND RAPIDS,MI,49546,23D2235787,thechc.com,
BIOLIFE PLASMA SERVICES L P,LIVONIA,MI,48150,23D2211201,biolifeplasma.com,
"CSL PLASMA, INC",DULUTH,MN,55802,24D0862922,cslplasma.com,
OAKLAND COUNTY HEALTH DIVISION NORTH CLINIC LAB,PONTIAC,MI,48341,23D2324138,oakgov.com,
"CANCER AND HEMATOLOGY CENTERS, THE",BIG RAPIDS,MI,49307,23D2277833,thechc.com,
BIOLIFE PLASMA SERVICES L P,HOLLAND,MI,49424,23D2273577,biolifeplasma.com,
LAKE REGION HEALTHCARE - ELBOW LAKE,ELBOW LAKE,MN,56531,24D0406304,lrhc.org,
"CSL PLASMA, INC",MINNEAPOLIS,MN,55408,24D0401849,cslplasma.com,
HORIZON HEALTH LABS,CLINTON TOWNSHIP,MI,48038,23D2313128,horizonlaboratory.com,
NORTHERN GLOW MIDWIFERY,TRAVERSE CITY,MI,49684,23D2336319,northernglowmidwifery.com,
LIFELINK III,SHOREVIEW,MN,55126,24D0724410,lifelinkiii.com,
HENNEPIN HEALTHCARE-EMS-COMMUNITY PARAMEDICS,MINNEAPOLIS,MN,55415,24D0939682,hennepinems.org,
"CSL PLASMA, INC",MUSKEGON,MI,49442,23D2210180,cslplasma.com,
"CSL PLASMA, INC",BLOOMINGTON,MN,55431,24D2082589,cslplasma.com,
VALLEY MEDICAL AND WELLNESS,BURNSVILLE,MN,55337,24D2072541,valleymedical.com,
HOSPITAL PATHOLOGY ASSOCIATES PA,MINNEAPOLIS,MN,55407,24D1091076,hpath.com,
MMS LAB SERVICES,BURNSVILLE,MN,55337,24D2085776,mmlaboratoryservices.com,
"EUROFINS DONOR & PRODUCT TESTING, LLC, MINNEAPOLIS",MINNEAPOLIS,MN,55411,24D2140972,eurofinsus.com,
"CSL PLASMA, INC",SAINT PAUL,MN,55103,24D2123956,cslplasma.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,NEW BRIGHTON,MN,55112,24D2155134,labcorp.com,
AXIS CLINICALS LLC,DILWORTH,MN,56529,24D2131019,axisclinicalsusa.com,
"SCIENTIFIC RESEARCH CONSORTIUM, INC",SAINT PAUL,MN,55113,24D0882688,mbbnet.ahc.umn.edu,
CENTRAL REGIONAL PATHOLOGY LABORATORIES,MAPLEWOOD,MN,55109,24D0651212,crplhome.com,
RSI LABORATORIES,MINNEAPOLIS,MN,55411,24D0882916,rsilaboratories.org,
LABORATORY CORPORATION OF AMERICA,ROBBINSDALE,MN,55422,24D2240276,labcorp.com,
SARIKA GUPTA MBBS,ROCHESTER,MN,55902,24D2289242,nationaldatasearch.com,
BIOLIFE PLASMA SERVICES LP,SAINT PAUL,MN,55119,24D2211033,biolifeplasma.com,
GORTON LAB & XRAY,BELZONI,MS,39038,25D0317334,medicarelist.com,
BIOLIFE PLASMA SERVICES LP,MAPLE GROVE,MN,55311,24D2101713,biolifeplasma.com,
MEMPHIS PATHOLOGY LABORATORY DBA AEL-JACKSON MS,FLOWOOD,MS,39232,25D0866582,ael.com,
MISSISSIPPI PUBLIC HEALTH LABORATORY,JACKSON,MS,39216,25D1096223,msdh.ms.gov,
PROGRESSIVE HEALTH OF HOUSTON,HOUSTON,MS,38851,25D0029591,phghouston.com,
"MEDPLUS URGENT CLINIC, LLC",TUPELO,MS,38804,25D2099996,medplus.care,
MEMPHIS PATHOLOGY LABORATORY DBA AMERICAN ESOTERIC,GRENADA,MS,38901,25D2098363,ael.com,
PRECISION LIFE SCIENCES LLC,OLIVE BRANCH,MS,38654,25D2230030,plslab.com,
TRUSTCARE HEALTH LABORATORY,RIDGELAND,MS,39157,25D2305715,trustcarehealth.com,
DELTA PUBLIC HEALTH REGION,GREENWOOD,MS,38930,25D2316910,mscrd.org,
OCEAN SPRINGS MEDICAL PARK LABORATORY,OCEAN SPRINGS,MS,39564,25D2093496,singingriverhealthsystem.com,
COMPLETE DIAGNOSTIC LABORATORIES,SOUTHAVEN,MS,38671,25D2290782,compdxlab.com,
"CSL PLASMA, INC",KANSAS CITY,MO,64125,26D0444199,cslplasma.com,
"KANSAS CITY, MO HEALTH DEPARTMENT",KANSAS CITY,MO,64108,26D0668350,kcmo.gov,
ENVIRONMENTAL HEALTH LABORATORIES,BERKELEY,MO,63134,26D0663829,stlouiscountymo.gov,
LSP SOUTHEAST LLC,BAY SAINT LOUIS,MS,39520,25D2277825,labsvcs.com,
"CSL PLASMA, INC",SAINT LOUIS,MO,63136,26D2065836,cslplasma.com,
"CSL PLASMA, INC",KANSAS CITY,MO,64111,26D0672130,cslplasma.com,
BIOLIFE PLASMA SERVICES LP,INDEPENDENCE,MO,64055,26D0668901,biolifeplasma.com,
SLUCARE PHYSICIAN GROUP DERM MOHS CSM,SAINT LOUIS,MO,63104,26D0872684,slucare.com,
WASHINGTON COUNTY AMBULANCE DISTRICT,MINERAL POINT,MO,63660,26D0921146,wcadems.org,
MERCY LABORATORY SERVICES - WHITESIDE,SPRINGFIELD,MO,65804,26D0901516,mercy.net,
"THYROID SPECIALTY LABORATORY, INC",FENTON,MO,63026,26D0953866,npidashboard.com,
SPRINGFIELD-GREENE COUNTY HEALTH DEPARTMENT,SPRINGFIELD,MO,65802,26D0702889,health.springfieldmo.gov,
LABORATORY CORPORATION OF AMERICA HOLDINGS,INDEPENDENCE,MO,64057,26D2062377,labcorp.com,
BIOLIFE PLASMA SERVICES LP,SPRINGFIELD,MO,65807,26D2096081,biolifeplasma.com,
SAINT LOUIS UNIVERSITY CENTER FOR VACCINE,SAINT LOUIS,MO,63104,26D2022337,slu.edu,
"CSL PLASMA, INC",SPRINGFIELD,MO,65804,26D0862932,cslplasma.com,
"MOGENE, LLC",SAINT LOUIS,MO,63146,26D2099356,mogene.com,
BIOLIFE PLASMA SERVICES LP,SAINT LOUIS,MO,63119,26D2180531,biolifeplasma.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,WARRENSBURG,MO,64093,26D2100972,labcorp.com,
SAINT LOUIS COUNTY PUBLIC HEALTH - NORTH CENTRAL,SAINT LOUIS,MO,63121,26D2182922,stlouiscountymo.gov,
QUEST DIAGNOSTICS - JOPLIN RRL,JOPLIN,MO,64804,26D2224300,locations.questdiagnostics.com,
BIOLIFE PLASMA SERVICES LP,KANSAS CITY,MO,64158,26D2141601,biolifeplasma.com,
ALPHA MEDICAL LABORATORY,NIXA,MO,65714,26D2293206,alphamedicallab.com,
BIOLIFE PLASMA SERVICES LP,SAINT ANN,MO,63074,26D2180656,biolifeplasma.com,
QUEST DIAGNOSTICS - COLUMBIA RRL,COLUMBIA,MO,65201,26D2240693,locations.questdiagnostics.com,
QUEST DIAGNOSTICS SPRINGFIELD RRL,SPRINGFIELD,MO,65807,26D2224298,locations.questdiagnostics.com,
"PANOME BIO, INC",SAINT LOUIS,MO,63110,26D2326307,panomebio.com,
BIOLIFE PLASMA SERVICES LP,SAINT PETERS,MO,63376,26D2124373,biolifeplasma.com,
MONTANA PUBLIC HEALTH LABORATORY,HELENA,MT,59620,27D0652531,dphhs.mt.gov,
PLASTIC SURGERY RACING LLC,SPRINGFIELD,MO,65807,26D2310298,417plasticsurgery.com,
QUEST DIAGNOSTICS - MERCY HOSP FLOW LAB,SPRINGFIELD,MO,65804,26D2257912,mercy.net,
BIOLIFE PLASMA SERVICES LP,BILLINGS,MT,59102,27D0990025,biolifeplasma.com,
WESTERN MONTANA CLINIC-CMC,MISSOULA,MT,59804,27D2091245,westernmontanaclinic.com,
MERCY MOBILE HEALTH - SPRINGFIELD,SPRINGFIELD,MO,65802,26D2309664,mercy.net,
WESTERN MONTANA CLINIC MOHS LAB,MISSOULA,MT,59804,27D2107786,westernmontanaclinic.com,
VISTA DERMATOLOGY,ST. LOUIS,MO,63131,26D2336207,vistamd.com,
WESTERN MONTANA CLINIC PATHOLOGY,MISSOULA,MT,59802,27D2107905,pcwmt.com,
BIG SKY LABORATORY,GREAT FALLS,MT,59405,27D2095592,bigskylaboratory.com,
BILLINGS CLINIC MED FLIGHT BELGRADE,BELGRADE,MT,59714,27D2242990,billingsclinic.com,
BILLINGS CLINIC MED FLIGHT BILLINGS,BILLINGS,MT,59105,27D2138320,billingsclinic.com,
SAINT PAUL VI INSTITUTE NATIONAL WOMEN'S,OMAHA,NE,68106,28D0453756,saintpaulvi.com,
"CSL PLASMA, INC",OMAHA,NE,68134,28D0453719,cslplasma.com,
BENEFIS HELENA SPECIALTY CENTER,HELENA,MT,59601,27D2297351,benefis.org,
"HEMATOLOGICS, INC",CLANCY,MT,59634,27D2168274,hematologics.com,
"WP LABORATORIES, LLC",MCCOOK,NE,69001,28D2190576,wplab.com,
RIVERSTONE HEALTH MOBILE UNIT,BILLINGS,MT,59101,27D2322385,riverstonehealth.org,
PATHOLOGY SERVICES PC,NORTH PLATTE,NE,69101,28D0456332,pathologyservices.com,
LINCOLN-LANCASTER COUNTY HEALTH DEPARTMENT,LINCOLN,NE,68510,28D0674817,lincoln.ne.gov,
YORK NE RRL - QUEST DIAGNOSTICS,YORK,NE,68467,28D2219377,questdiagnostics.com,
"PATHOLOGY MEDICAL SERVICES, PC",LINCOLN,NE,68506,28D2297263,pmspc.org,
GREAT BASIN PATHOLOGY,ELKO,NV,89801,29D0966835,,
PRECIPIO INC,OMAHA,NE,68137,28D2215036,precipiodx.com,
FALLON PAIUTE-SHOSHONE TRIBE,FALLON,NV,89406,29D0706920,fpst.org,
NEOGEN GENESEEK OPERATIONS,LINCOLN,NE,68504,28D2165782,geneseek.com,
SUMMIT PATHOLOGY,SCOTTSBLUFF,NE,69361,28D2329752,summitpathology.com,
LAS VEGAS SKIN AND CANCER CLINICS-N TENAYA,LAS VEGAS,NV,89128,29D0934898,lvscc.com,
"DIOSDADO NON MEDICAL SERVICES, LLC",BRICK,NJ,08723,31D0122897,ocmedlab.com,
SOUTHERN NEVADA PUBLIC HEALTH LABORATORY,LAS VEGAS,NV,89106,29D1027844,southernnevadahealthdistrict.org,
OPTIMUMEDICINE,LAS VEGAS,NV,89119,29D2157494,optimumedicine.com,
RELENTLESS HEALTH,RENO,NV,89511,29D2302788,relentlesshealth.com,
EXELLABS LLC,LAS VEGAS,NV,89120,29D2099729,labdraw.com,
CARE STATION MEDICAL GROUP,LINDEN,NJ,07036,31D0876565,carestationmedical.com,
"AMERICAN SPECIALTY LAB, LLC",LAS VEGAS,NV,89117,29D2102809,aslvegas.com,
"CSL PLASMA, INC",LAS VEGAS,NV,89121,29D2140510,cslplasma.com,
NEW HAMPSHIRE PUBLIC HEALTH LAB,CONCORD,NH,03301,30D0652812,dhhs.nh.gov,
DHART - MANCHESTER,MANCHESTER,NH,03103,30D2308580,dartmouth-hitchcock.org,
LABORATORY CORPORATION OF AMERICAN HOLDINGS,WINDHAM,NH,03087,30D0087087,labcorp.com,
LAS VEGAS SKIN AND CANCER CLINICS-WARM SPRINGS,LAS VEGAS,NV,89113,29D2028995,lvscc.com,
"CSL PLASMA, INC",LAS VEGAS,NV,89146,29D2258441,cslplasma.com,
ATLANTICARE REGIONAL MEDICAL CENTER -,HAMMONTON,NJ,08037,31D1100091,atlanticare.org,
REPRODUCTIVE MEDICINE ASSOCIATES,MORRISTOWN,NJ,07960,31D0919498,rmanetwork.com,
SYNERGY MEDICAL LABS,KEYPORT,NJ,07735,31D2053614,synergymedlabs.com,
BIOGENICA LABORATORIES LLC,ELMWOOD PARK,NJ,07407,31D2063148,biogenicalabs.com,
PUBLIC HEALTH AND ENVIRONMENTAL,EWING,NJ,08628,31D0881184,ewingnj.org,
ELLIOT URGENT CARE POCT LAB AT LONDONDERRY,LONDONDERRY,NH,03053,30D1059581,elliothospital.org,
RIDGEWOOD DIAGNOSTIC LABORATORY,HACKENSACK,NJ,07601,31D2109691,ridgewoodlab.com,
DIGESTIVE DISEASE SPECIALIST,LAS VEGAS,NV,89123,29D2026907,ddslasvegas.com,
"APOLLO CLINICAL LABORATORIES, INC",UNION,NJ,07083,31D2114374,qlslabs.com,
RNJ SERVICES INC,EDISON,NJ,08820,31D0894713,premierlab.info,
REPRODUCTIVE MEDICINE ASSOCIATES,MARLTON,NJ,08053,31D2120264,rmanetwork.com,
REPRODUCTIVE MEDICINE ASSOCIATES,BASKING RIDGE,NJ,07920,31D2046030,rmanetwork.com,
ETHEL DIAGNOSTIC LABORATORY,EDISON,NJ,08817,31D2140887,ehealthscores.com,
OFIS LABS INC,ENGLEWOOD,NJ,07631,31D2056990,hub.biz,
"BIO-LABS USA, INC",LINDEN,NJ,07036,31D2016520,wadsworth.org,
PREMIER LABORATORIES,WOOD-RIDGE,NJ,07075,31D2197504,whereorg.com,
AMEDIX DIAGNOSTIC,LITTLE FALLS,NJ,07424,31D2263712,amedixlaboratory.com,
AKRIVIA PATHOLOGY,FLORHAM PARK,NJ,07932,31D2091356,wadsworth.org,
COLFAX GENERAL LABORATORY,SPRINGER,NM,87747,32D0536885,colfaxhealth.org,
"CSL PLASMA, INC",ALBUQUERQUE,NM,87107,32D2090559,,
CUMBERMEADE DIAGNOSTICS,FORT LEE,NJ,07024,31D2301237,,
RELIANCE DIAGNOSTICS,FAIRFIELD,NJ,07004,31D2119781,reliancediagnosticslab.com,
ADVANCED CLINICAL SOLUTION,EATONTOWN,NJ,07724,31D2194901,advancedclinical.com,
XPRESSDX,SADDLE BROOK,NJ,07663,31D2240655,xpressdx.com,
ELECTRON MICROSCOPY LABORATORY,PISCATAWAY,NJ,08854,31D1092394,emsl.com,
CALVIN STRAND,JERSEY CITY,NJ,07305,31D2283079,healthlynked.com,
BERNALILLO HEALTH CARE CORP,ALBUQUERQUE,NM,87107,32D0689349,bernco.gov,
GENETIKAPLUS US INC,KEARNY,NJ,07032,31D2303234,genetikaplus.com,
LINUS BIOTECHNOLOGY,NORTH BRUNSWICK,NJ,08902,31D2307499,,
"GIVE LEGACY - NEW JERSEY, LLC",HOBOKEN,NJ,07030,31D2285605,givelegacy.com,
"CENTURY MEDICAL AND DENTAL CENTER, INC",BROOKLYN,NY,11223,33D2319880,centurymedicaldental.com,
SANTA FE EAST BRANCH LAB,SANTA FE,NM,87505,32D2092446,tricore.org,
INSTITUTE FOR DERMATOPATHOLOGY INC,STONE HARBOR,NJ,08247,31D2279658,dermpathdiagnostics.com,
WADSWORTH CENTER-BIGGS LABORATORY,ALBANY,NY,12237,33D0654341,wadsworth.org,
WADSWORTH CENTER - GRIFFIN LABORATORY,SLINGERLANDS,NY,12159,33D2005935,wadsworth.org,
QUEST DIAGNOSTICS,MOUNT KISCO,NY,10549,33D2317249,questdiagnostics.com,
DOH - MOBILE UNITS,ALBUQUERQUE,NM,87110,32D2338856,vaccinenm.org,
GUARDANT HEALTH - LONG ISLAND CITY,LONG ISLAND CITY,NY,11101,33D2322874,guardanthealth.com,
"JRR MEDICAL, PC",NEW YORK,NY,10010,33D2327152,,
WADSWORTH CENTER - DAVID AXELROD INSTITUTE,ALBANY,NY,12208,33D2005937,wadsworth.org,
"BIOREFERENCE HEALTH, LLC",SPRING VALLEY,NY,10977,33D2324066,bioreference.com,
REGENERON CLINICAL GENOMICS LABORATORY,TARRYTOWN,NY,10591,33D2332899,regeneron.com,
RUIDOSO PUBLIC HEALTH OFFICE,RUIDOSO,NM,88345,32D2325305,nmhealth.org,
PATHOLOGY CONSULTANTS OF NEW MEXICO,LAS CRUCES,NM,88011,32D2125074,pcnm.com,
"NIGHTINGALE HEALTH UNITED STATES, INC, NY LAB",LONG ISLAND CITY,NY,11101,33D2331591,nightingalehealth.com,
GASTROCARE LI,VALLEY STREAM,NY,11581,33D2325020,gastrocareli.com,
BOLTROPE PODIATRY NY PLLC,NANUET,NY,10954,33D2317392,,
"MEDPATH DIAGNOSTICS, INC",MEDFORD,NY,11763,33D2326528,medpathdiagnosticlab.com,
NYU LANGONE HEALTH - PENN DISTRICT LABORATORY,NEW YORK,NY,10001,33D2334703,nyulangone.org,
MOUNT SINAI DERMATOPATHOLOGY LABORATORY,NEW YORK,NY,10019,33D2334608,mountsinai.org,
"HAMPTON PATHOLOGY, PC",SOUTHAMPTON,NY,11968,33D2338149,southampton.stonybrookmedicine.edu,
PHL QUICKIE AT MORRISANIA,BRONX,NY,10456,33D2334895,nyc.gov,
WESTERN NEW YORK DIAGNOSTICS LLC,BUFFALO,NY,14214,33D2337802,wnyig.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,RALEIGH,NC,27607,34D0655181,opengovus.com,
SCOTLAND COUNTY HEALTH AND HUMAN SERVICES,LAURINBURG,NC,28352,34D0691493,scotlandcounty.org,
"CSL PLASMA, INC",CHARLOTTE,NC,28212,34D0670194,cslplasma.com,
NC STATE LABORATORY OF PUBLIC HEALTH,RALEIGH,NC,27607,34D0692393,slph.dph.ncdhhs.gov,
NORTH CAROLINA COUNTY HEALTH DEPT - AREA D,GREENVILLE,NC,27834,34D0865324,pittcountync.gov,
NC HEALTH DEPTS - AREA C,GOLDSBORO,NC,27534,34D0865177,waynegov.com,
LABORATORY CORP OF AMERICA HOLDINGS,MARS HILL,NC,28754,34D0705479,ir.labcorp.com,
NORTH CAROLINA COUNTY HEALTH DEPARTMENT AREA B,REIDSVILLE,NC,27320,34D0865330,rockinghamcountync.gov,
"PATHOLOGISTS DIAGNOSTIC LABORATORY, PA",WINSTON-SALEM,NC,27103,34D1059373,pdlpath.com,
NC COUNTY HEALTH DEPARTMENT - AREA A,MARSHALL,NC,28753,34D0865328,madisoncountyhealth.org,
PIEDMONT HEALTHCARE URGENT CARE,STATESVILLE,NC,28677,34D0922674,piedmonthealthcare.com,
CENTRAL CAROLINA OB-GYN,GREENSBORO,NC,27408,34D0239261,ccobgyn.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,MORRISVILLE,NC,27560,34D0952253,locations.labcorp.com,
LABORATORY CORP OF AMERICA HOLDINGS - HICKORY,HICKORY,NC,28602,34D1064618,labcorp.com,
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH MERCY,CHARLOTTE,NC,28207,34D1026616,celligent.net,
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH MAIN,CHARLOTTE,NC,28203,34D1026615,celligent.net,
LABORATORY CORPORATION OF AMERICA HOLDINGS,ASHEVILLE,NC,28801,34D2028103,locations.labcorp.com,
IREDELL COUNTY HEALTH DEPARTMENT,MOORESVILLE,NC,28115,34D1092232,iredellcountync.gov,
LABORATORY CORPORATION OF AMERICA HOLDINGS,ROCKY MOUNT,NC,27804,34D2148820,labcorp.com,
"SELECT REFERENCE LABORATORIES, LLC",GREENSBORO,NC,27405,34D2091857,gso.select-labs.com,
BIOLIFE PLASMA SERVICES,CHARLOTTE,NC,28217,34D2167933,biolifeplasma.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,MOUNT OLIVE,NC,28365,34D2093492,labcorp.com,
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH LINCOLN,LINCOLNTON,NC,28092,34D2082214,celligent.net,
LABORATORY CORPORATION OF AMERICA HOLDINGS,DURHAM,NC,27704,34D2152945,locations.labcorp.com,
CLEVELAND COUNTY HEALTH DEPARTMENT,SHELBY,NC,28152,34D0692719,clevelandcountyhdnc.com,
"EUROFINS DONOR & PRODUCT TESTING, LLC",WINSTON-SALEM,NC,27103,34D2174074,eurofinsus.com,
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH PINEVILLE,CHARLOTTE,NC,28210,34D1047573,celligent.net,
TRYON MEDICAL PARTNERS CENTRAL LABORATORY,CHARLOTTE,NC,28217,34D2176946,tryonmed.com,
LABCORP OF AMERICA HOLDINGS AT,REIDSVILLE,NC,27320,34D2228340,locations.labcorp.com,
NEW VISION THERAPY LLC LAB,GREENSBORO,NC,27405,34D2235281,newvisiontherapy.org,
"ASAP LABS AND CARE, LLC",GREENSBORO,NC,27410,34D2205647,asaplabsandcare.com,
"INVITROX, INC",RESEARCH TRIANGLE PARK,NC,27709,34D2222817,invitrox.com,
"EASTERN LABORATORY ASSOCIATES, LLC",GREENVILLE,NC,27834,34D2264897,easternlabassociates.com,
"PATHOLOGISTS DIAGNOSTIC LABORATORY, PA",CONCORD,NC,28025,34D2267316,pdlpath.com,
"WILMINGTON PATHOLOGY ASSOCIATES, PA",WILMINGTON,NC,28401,34D2281778,wilmingtonpathology.com,
LABCORP OF AMERICA HOLDINGS CONE HEALTH,HIGH POINT,NC,27265,34D2287514,conehealth.com,
YANCEY COUNTY HEALTH DEPARTMENT,BURNSVILLE,NC,28714,34D2284096,yanceycountync.gov,
"AEMA LABS, INC DBA EXCEL MEDICAL LABS",MOORESVILLE,NC,28115,34D2273388,excelmedicallabs.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,GREENSBORO,NC,27408,34D2311349,locations.labcorp.com,
HONORBRIDGE,CHAPEL HILL,NC,27516,34D2292280,honorbridge.org,
ND DEPARTMENT OF HEALTH & HUMAN SERVICES,BISMARCK,ND,58501,35D0691722,hhs.nd.gov,
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH,CHARLOTTE,NC,28262,34D2305694,celligent.net,
LABORATORY CORPORATION OF AMERICA HOLDINGS,RALEIGH,NC,27610,34D2312278,opengovus.com,
BIOLIFE PLASMA SERVICES LP,FARGO,ND,58103,35D0676905,biolifeplasma.com,
PATHOLOGY ASSOCIATES OF NORTH CAROLINA,WINSTON-SALEM,NC,27103,34D2317148,pathassocnc.com,
SKIN WIN DERMATOLOGY,WILLISTON,ND,58801,35D2213935,skinwindermatology.com,
"MEDSCAN LABORATORY, INC",WILLISTON,ND,58801,35D0991209,medscanlab.com,
BIOLIFE PLASMA SERVICES LP,BISMARCK,ND,58503,35D0974443,biolifeplasma.com,
GRACE AND GRATITUDE WELLNESS PLLC,DEVILS LAKE,ND,58301,35D2320023,graceandgratitudewellness.com,
LACAR US INC,DURHAM,NC,27713,34D2155110,web.aphl.org,
PUBLIC HEALTH-DAYTON & MONTGOMERY COUNTY (PHDMC),DAYTON,OH,45422,36D0685582,phdmc.org,
LABCORP CORPORATION OF AMERICA HOLDINGS,COLUMBUS,OH,43214,36D0329538,locations.labcorp.com,
"PATHOLOGY CONSULTANTS, PC  DBA OPEN SKY LABORATORY",WEST FARGO,ND,58078,35D2303413,openskylaboratory.com,
OHIO DEPARTMENT OF PUBLIC HEALTH LABORATORY,REYNOLDSBURG,OH,43068,36D0655844,odh.ohio.gov,
"CSL PLASMA, INC",DAYTON,OH,45405,36D0670191,cslplasma.com,
"CSL PLASMA, INC",CLEVELAND,OH,44109,36D0670193,cslplasma.com,
"CSL PLASMA, INC",AKRON,OH,44311,36D0670195,cslplasma.com,
COMMUNITY ACTION AGAINST ADDICTION,CLEVELAND,OH,44103,36D2027185,,
LUCAS COUNTY REGIONAL HEALTH DISTRICT,TOLEDO,OH,43604,36D0674771,lucascountyhealth.com,
ASSOCIATES IN DERMATOLOGY INC,MIDDLEBURG HEIGHTS,OH,44130,36D0987996,healthyskinmd.com,
QUEST DIAGNOSTICS OF PENNSYLVANIA INC,POLAND,OH,44514,36D1067585,questdiagnostics.com,
BIOLIFE PLASMA SERVICES LP,LIMA,OH,45807,36D1009827,biolifeplasma.com,
QUEST DIAGNOSTICS OF PENNSYLVANIA INC,WARREN,OH,44484,36D1067584,regional.questdiagnostics.com,
ACCUPATH DIAGNOSTIC LABORATORIES INC,CINCINNATI,OH,45229,36D1104050,acupath.com,
"CSL PLASMA, INC",COLUMBUS,OH,43231,36D2099138,cslplasma.com,
"AMERICAN DERMATOPATHOLOGY LABORATORY, LLC",CENTERVILLE,OH,45458,36D2072045,americandermpath.com,
BIOLIFE PLASMA SERVICES LP,MIDDLETOWN,OH,45044,36D1106603,biolifeplasma.com,
WEST CENTRAL OHIO HISTOLOGY LLC,LIMA,OH,45807,36D2058199,nationwidehistology.com,
"CSL PLASMA, INC",PARMA HEIGHTS,OH,44130,36D2110200,cslplasma.com,
"CSL PLASMA, INC",TOLEDO,OH,43614,36D2145996,cslplasma.com,
GNOME SCIENCES,POWELL,OH,43065,36D2068194,gnomesciences.com,
"CSL PLASMA, INC",KENT,OH,44240,36D2110204,cslplasma.com,
DR MOAD/DLCS,HAMILTON,OH,45013,36D2320900,,
"BAYLESS PATHMARK, INC",MIDDLEBURG HEIGHTS,OH,44130,36D2169800,beta.npiviewer.com,
"CSL PLASMA, INC",CANTON,OH,44718,36D2149399,cslplasma.com,
UNIVERSITY HOSPITALS CRITICAL CARE TRANSPORT LLC,CHARDON,OH,44024,36D2303734,uhairmed.org,
"BIOLIFE PLASMA SERVICES, LP",TOLEDO,OH,43623,36D2277759,biolifeplasma.com,
"CSL PLASMA, INC",ELYRIA,OH,44035,36D2109456,cslplasma.com,
"CSL PLASMA, INC - CINCINNATI 189",CINCINNATI,OH,45239,36D2126220,cslplasma.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,SANDUSKY,OH,44870,36D2305120,locations.labcorp.com,
"MIDWEST RECOVERY CENTER, LLC",TOLEDO,OH,43623,36D2220842,midwestrecoverycenter.com,
WAH-ZHA-ZHI HEALTH CENTER,PAWHUSKA,OK,74056,37D0050835,osagenation-nsn.gov,
CAROLYN SOK DERMATOPATHOLOGY,SOLON,OH,44139,36D2311219,benchmarkdiagnostics.com,
"KRISTIN MCNAMARA, DDS, LLC",COLUMBUS,OH,43215,36D2323137,dentistry.osu.edu,
"INFORM DIAGNOSTICS, INC",BRECKSVILLE,OH,44141,36D2308708,informdx.com,
"CSL PLASMA, INC",OKLAHOMA CITY,OK,73103,37D0470270,cslplasma.com,
AMER AND SONS LAB CORPORATION DBA PUREVIEW LABS,DAYTON,OH,45429,36D2313964,pureviewlab.com,
"CSL PLASMA, INC",NORMAN,OK,73071,37D0869306,cslplasma.com,
SAINT FRANCIS LAB-SAND SPRINGS URGENT CARE,SAND SPRINGS,OK,74063,37D2144421,saintfrancis.com,
OKLAHOMA STATE DEPARTMENT OF HEALTH,STILLWATER,OK,74075,37D0656594,health.oklahoma.gov,
"CSL PLASMA, INC",TULSA,OK,74115,37D0670187,cslplasma.com,
"CSL PLASMA, INC",LAWTON,OK,73505,37D0472132,cslplasma.com,
SAINT FRANCIS LAB-BA KENOSHA,BROKEN ARROW,OK,74012,37D2089971,saintfrancis.com,
SAINT FRANCIS LAB-TULSA HILLS,TULSA,OK,74132,37D2089973,saintfrancis.com,
CLINICAL PERFUSION SYSTEMS,TULSA,OK,74104,37D0931677,tulsacps.com,
"CSL PLASMA, INC",TULSA,OK,74119,37D0672172,cslplasma.com,
BIOLIFE PLASMA SERVICES,BROKEN ARROW,OK,74012,37D1105352,biolifeplasma.com,
LABORATORY CORPORATION OF AMERICA,OKLAHOMA CITY,OK,73120,37D2294638,labcorp.com,
"XYZ MEDICAL, LLC",COALGATE,OK,74538,37D2082356,solvhealth.com,
QUEST DIAGNOSTICS,SALEM,OR,97301,38D0625794,questdiagnostics.com,
"BIOLIFE PLASMA SERVICES, LP",OKLAHOMA CITY,OK,73116,37D2170881,biolifeplasma.com,
QUEST DIAGNOSTICS - OKLAHOMA CITY RRL,OKLAHOMA CITY,OK,73120,37D2223375,questdiagnostics.com,
PREMIER PLUS URGENT CARE,YUKON,OK,73099,37D2109478,premierplusurgentcare.com,
"CSL PLASMA, INC",MEDFORD,OR,97501,38D0672140,cslplasma.com,
NORTH BEND MEDICAL CENTER,COOS BAY,OR,97420,38D0627047,nbmchealth.com,
QUEST DIAGNOSTICS - ROSEBURG,ROSEBURG,OR,97471,38D0667969,locations.questdiagnostics.com,
SALEM CLINIC LABORATORY,SALEM,OR,97301,38D0679715,salemclinic.org,
"OREGON CLINIC GI PATHOLOGY LAB, THE",PORTLAND,OR,97225,38D0712684,oregonclinic.com,
