src_name,src_domain,src_clia,persona,apollo_id,contact_name,contact_first_name,contact_email,contact_title,contact_linkedin_url,contact_phone
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,14D2173717,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,14D2189505,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,14D2189505,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,14D2224869,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,14D2224869,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
ILLINIOS TECH LABS INC,testitl.com,14D2253709,ceo_owner,66f86a481fb6a70001eb5d3f,Salida Mi***a,Salida,(require direct fetch),Vice President Operations,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,14D2255902,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,14D2255902,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"NEOGENOMICS LABORATORIES, INC",neogenomics.com,14D2269729,ceo_owner,6000c8eb735b3b00019e492f,Travis Ad***s,Travis,(require direct fetch),Vice President - Payor Strategy & Managed Care Operations,,(require direct fetch)
BIOLIFE PLASMA SERVICES,biolifeplasma.com,14D2278605,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES,biolifeplasma.com,14D2278605,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CYTOLOGY PATH SERVICES, INC",cytopath.cc,15D0353522,ceo_owner,62395b468547c90001095b79,Pieter Wi***a,Pieter,(require direct fetch),President,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,15D0355012,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,15D0355012,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
SOUTH BEND MEDICAL FOUNDATION/MEMORIAL LAB,sbmf.org,15D0357146,ceo_owner,54a71e25746869730ad5d616,Dominic Ca***r,Dominic,(require direct fetch),Vice President of Marketing and Business Development,,(require direct fetch)
SOUTH BEND MEDICAL FOUNDATION/MEMORIAL LAB,sbmf.org,15D0357146,medical_director,643597d1be779c0001795ecf,Kurtis Kim,Kurtis,(require direct fetch),"Medical Director, Microbiology",,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,15D0663648,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,15D0663648,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,15D0668906,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,15D0668906,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
MARION COUNTY PUBLIC HEALTH STAT LABORATORIES,marionhealth.org,15D0684048,ceo_owner,55708c287369642612b00000,Victoria El***a,Victoria,(require direct fetch),Associate Director of Career Services and External Relations- Founders College,,(require direct fetch)
MARION COUNTY PUBLIC HEALTH STAT LABORATORIES,marionhealth.org,15D0684048,lab_director,54ebbe59746869431116101b,Karen Ho***y,Karen,(require direct fetch),Director of Operations,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,15D0862908,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
CYTOLOGY PATHOLOGY SERVICES,solvhealth.com,15D0987079,ceo_owner,66f29e68a8441900018343d7,Daniele Fa***i,Daniele,(require direct fetch),Co-founder and CTO,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,15D1024841,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,15D1024841,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,15D1093850,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,15D1093850,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES,biolifeplasma.com,15D2069078,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES,biolifeplasma.com,15D2069078,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"LABORATORY CORPORATION OF AMERICA HOLDINGS,",labcorp.com,15D2073570,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
"LABORATORY CORPORATION OF AMERICA HOLDINGS,",labcorp.com,15D2073570,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,15D2103093,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
BIOLIFE PLASMA SERVICES,biolifeplasma.com,15D2111948,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES,biolifeplasma.com,15D2111948,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,15D2144183,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
SOUTH BEND MEDICAL FOUNDATION / EGH,sbmf.org,15D2147528,ceo_owner,54a71e25746869730ad5d616,Dominic Ca***r,Dominic,(require direct fetch),Vice President of Marketing and Business Development,,(require direct fetch)
SOUTH BEND MEDICAL FOUNDATION / EGH,sbmf.org,15D2147528,medical_director,643597d1be779c0001795ecf,Kurtis Kim,Kurtis,(require direct fetch),"Medical Director, Microbiology",,(require direct fetch)
"LABCORP EARLY DEVELOPMENT LABORATORIES, INC",drugdevelopment.labcorp.com,15D2225409,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
"LABCORP EARLY DEVELOPMENT LABORATORIES, INC",drugdevelopment.labcorp.com,15D2225409,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
SOLARIS DX,solarisdx.com,15D2289299,ceo_owner,5ddad25e79968f0001680d2c,Cole Ae***d,Cole,(require direct fetch),"Chief Executive Officer, Managing Partner",,(require direct fetch)
SOLARIS DX,solarisdx.com,15D2289299,medical_director,66fe0806dd65840001471dcf,Sanam Ko***a,Sanam,(require direct fetch),Laboratory Medical Director & Clinical Chemist (NYCQ),,(require direct fetch)
MARY GREELEY MEDICAL CENTER,mgmc.org,16D0382531,ceo_owner,6086239f554a9200013f29b2,Gary Bo***e,Gary,(require direct fetch),Vice President & CFO,,(require direct fetch)
LABCORP WATERLOO,locations.labcorp.com,16D0384932,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABCORP WATERLOO,locations.labcorp.com,16D0384932,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
STATE HYGIENIC LABORATORY,shl.uiowa.edu,16D0648109,ceo_owner,606dc5b42e2e200001222cef,Sarah Ha***n,Sarah,(require direct fetch),Vice President for Student Life,,(require direct fetch)
STATE HYGIENIC LABORATORY,shl.uiowa.edu,16D0648109,lab_director,60b4c1855da1d40001dab8a7,Nic Un***s,Nic,(require direct fetch),Director of Operations,,(require direct fetch)
POLK COUNTY HEALTH DEPARTMENT,polkcountyiowa.gov,16D0667028,ceo_owner,54a62ec874686936765b6ec8,Daniel To***n,Daniel,(require direct fetch),Assistant District Attorney at Polk County and Owner,,
STATE HYGIENIC LABORATORY,shl.uiowa.edu,16D0709302,ceo_owner,606dc5b42e2e200001222cef,Sarah Ha***n,Sarah,(require direct fetch),Vice President for Student Life,,(require direct fetch)
STATE HYGIENIC LABORATORY,shl.uiowa.edu,16D0709302,lab_director,60b4c1855da1d40001dab8a7,Nic Un***s,Nic,(require direct fetch),Director of Operations,,(require direct fetch)
BIOLIFE PLASMA SERVICES,biolifeplasma.com,16D0722305,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES,biolifeplasma.com,16D0722305,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,16D0722440,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,16D0722440,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,16D0901558,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,16D0901558,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
LABCORP-DAVENPORT,locations.labcorp.com,16D0915920,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABCORP-DAVENPORT,locations.labcorp.com,16D0915920,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,16D0946208,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,16D0946208,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
ELEMENT MATERIALS TECHNOLOGY IOWA CITY INC,element.com,16D1016194,ceo_owner,66facf847ab62b0001bf0e9f,Michael Do***d,Michael,(require direct fetch),"Vice President, Global Talent Acquisition",,(require direct fetch)
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,16D1094097,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,16D1094097,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,16D1105044,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,16D1105044,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,16D2056036,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,16D2056036,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,16D2066137,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,16D2066137,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
HEALTH RESEARCH INSTITUTE,hrilabs.org,16D2122655,ceo_owner,63c72c951f75360001953ef2,John Fa***n,John,(require direct fetch),CEO and Chief Science Officer,,(require direct fetch)
HEALTH RESEARCH INSTITUTE,hrilabs.org,16D2122655,lab_director,557092b4736964262e6c4100,Kari Be***i,Kari,(require direct fetch),"Director of Operations, Communications & Strategy",,(require direct fetch)
SALINE COUNTY HEALTH DEPARTMENT,salinecountyks.gov,17D0648346,lab_director,695a3bc0f863f00001dcaac0,David Fl***i,David,(require direct fetch),Director of Operations,,
JOHNSON COUNTY DEPT OF HEALTH & ENVIRONMENT,jocogov.org,17D0667024,ceo_owner,54aba91f746869332dbd4504,Alan He***d,Alan,(require direct fetch),Owner,,(require direct fetch)
JOHNSON COUNTY DEPT OF HEALTH & ENVIRONMENT,jocogov.org,17D0667024,lab_director,60323c0885a0180001d9c111,Jose Le***n,Jose,(require direct fetch),Director of Operations & Maintenance,,(require direct fetch)
LABCORP KANSAS INC - MAIN LAB,labcorp.com,17D0985294,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABCORP KANSAS INC - MAIN LAB,labcorp.com,17D0985294,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
"LABCORP KANSAS, INC - FOUNDER'S CIRCLE",labcorp.com,17D1041555,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
"LABCORP KANSAS, INC - FOUNDER'S CIRCLE",labcorp.com,17D1041555,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,17D1060629,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,17D1060629,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,17D1069017,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,17D1069017,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,17D1069020,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,17D1069020,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,17D1069021,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,17D1069021,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,17D1085173,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,17D1085173,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,17D2046183,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
