Lab ID,Tier,Score,Cohort,Sources,Primary reason,All signals,Facility name,DBA / Alt name,Website (verified),Domain registered,Domain age (days),Address,Address line 2,City,State,ZIP,Phone,Fax,CLIA #,CLIA facility type,CLIA cert type,Accreditations,CLIA original part. date,Days since CLIA launch,Annual test volume,CLIA CHOW count,NPI,NPPES org name,NPI taxonomy,NPI enumeration date,Days since NPI,Medicare type,Medicare ENRLMT ID,Contact first,Contact last,Contact title,Contact phone
C31D2324713,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",MARTINEZ CONSULTING SERVICES LLC,DBA GAMEDAY MEN'S HEALTH HOLMDEL,,,,100 COMMONS WAY,,HOLMDEL,NJ,07733,(610) 842-5465,,31D2324713,Physician Office Lab,Accreditation,COLA,2025-05-30,347,0,0,,,,,,,,,,,
C45D2324646,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE","COMMUNITY HEALTH PATHOLOGY SOLUTIONS, PLLC",,,,,4006 BELT LINE RD STE 175,,ADDISON,TX,75001,(346) 544-2720,(888) 548-2767,45D2324646,Physician Office Lab,Accreditation,COLA,2025-05-29,348,0,0,,,,,,,,,,,
C45D2324675,S,95,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH",CLINICAL DIAGNOSTICS LABORATORY LLC,,,,,"570 EDMONDS LANE, SUITE 108A",,LEWISVILLE,TX,75067,(319) 594-4108,,45D2324675,Independent / Reference Lab,Registration,,2025-05-29,348,0,0,1912895491,CLINICAL DIAGNOSTICS LABORATORY LLC,291U00000X,2025-06-25,321,,,ANUP,TILAK,OWNER,3195944108
C45D2324026,S,95,B_6_to_12mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-3_ORGNL_LE_12MO, Q-ACCREDITATION, N-3_NPI_NONE",WELLNESS FOR MEN PLLC DBA GAMEDAY MEN'S HEALTH,CIBOLO,https://gamedaymenshealth.com/cibolo-tx,2017-09-07,3169,173311 I 35 N SUITE 103,,SCHERTZ,TX,78154,(210) 682-9969,,45D2324026,Physician Office Lab,Accreditation,COLA,2025-05-16,361,0,0,,,,,,,,,,,
C01D2340785,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE","MEDESSIA HEALTH, LLC",,,,,2106 EXECUTIVE PARK DRIVE,,OPELIKA,AL,36801,(334) 663-2904,(256) 829-7323,01D2340785,Independent / Reference Lab,PPM,,2026-03-23,50,0,0,,,,,,,,,,,
C42D2340772,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",NOVANT HEALTH MATERNAL FETAL MEDICINE-,DAYFIELD PARK,https://www.novanthealth.org/locations/clinics/east-cooper-maternal-fetal-medicine-specialists-mount-pleasant/,1997-06-02,10571,"406 BRIGHTON PARK BLVD, SUITE 101",,SUMMERVILLE,SC,29486,(843) 883-1007,(843) 883-1016,42D2340772,Physician Office Lab,PPM,,2026-03-23,50,0,0,,,,,,,,,,,
C16D2340554,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",WCHC SPECIALTY CLINIC,,https://www.wchc.org/,1999-03-24,9911,400 E POLK ST,,WASHINGTON,IA,52353,(319) 863-3955,(319) 863-3987,16D2340554,Physician Office Lab,PPM,,2026-03-18,55,0,0,,,,,,,,,,,
C21D2340389,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",FREEDOM FAMILY HEALTH LLC,,,,,910 WASHINGTON RD SUITE A,,WESTMINSTER,MD,21157,(410) 801-7630,(410) 401-0061,21D2340389,Physician Office Lab,PPM,,2026-03-17,56,0,0,,,,,,,,,,,
C42D2340380,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",NOVANT HEALTH MATERNAL- FETAL- SANTEE,,https://www.novanthealth.org/locations/clinics/east-cooper-maternal-fetal-medicine-santee/location/,1997-06-02,10571,2199 N FRASER STREE SUITE B,,GEORGETOWN,SC,29440,(843) 883-1007,(843) 883-1016,42D2340380,Physician Office Lab,PPM,,2026-03-17,56,0,0,,,,,,,,,,,
C50D2340448,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",BAINBRIDGE DIRECT PRIMARY CARE,,https://bainbridgedirectprimarycare.com/,2025-08-17,268,213 MADISON AVE N SUITE 200,,BAINBRIDGE ISLAND,WA,98110,(206) 929-4419,(206) 880-7890,50D2340448,Physician Office Lab,PPM,,2026-03-17,56,0,0,,,,,,,,,,,
C05D2340294,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",FOCUS ON HEALTH INC POWAY,,,,,15525 POMERADO RD #A1,,POWAY,CA,92064,(858) 485-6644,(858) 485-0371,05D2340294,Physician Office Lab,PPM,,2026-03-16,57,0,0,,,,,,,,,,,
C39D2340298,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",UPMC MAGEE WOMENS SERVICES,,https://www.upmc.com/services/pathology/locations/central-pa/lemoyne,1999-09-17,9734,3 W WALNUT ST,,LEMOYNE,PA,17043,(717) 482-8115,(717) 482-8364,39D2340298,Physician Office Lab,PPM,,2026-03-16,57,0,0,,,,,,,,,,,
C42D2340276,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",ALLERGIC DISEASE & ASTHMA CENTER,,https://allergicdisease.com/,2000-04-24,9514,109 BUFORD AVENUE,,ANDERSON,SC,29621,(864) 627-3800,(864) 672-2654,42D2340276,Physician Office Lab,PPM,,2026-03-16,57,0,0,,,,,,,,,,,
C49D2340177,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",HENRICO DOCTORS OBGYN DBA,COMMONWEALTH MIDWIFERY,,,,7611 FOREST AVE SUITE 330,,HENRICO,VA,23229,(804) 584-2180,(804) 584-2181,49D2340177,Physician Office Lab,PPM,,2026-03-13,60,0,0,,,,,,,,,,,
C32D2340168,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",CITY DIFFERENT PRIMARY CARE,,,,,2085 S PACHECO ST,,SANTA FE,NM,87505,(505) 395-3000,,32D2340168,Physician Office Lab,PPM,,2026-03-12,61,0,0,,,,,,,,,,,
C33D2340086,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",JENNIFER TIBBENS-SCALZO MD PLLC,DBA TIBBENS FAMILY MEDICINE,https://www.tibbensfamilymedicine.com/,2025-08-25,260,1150 CROSSPOINTE LN STE 1B,,WEBSTER,NY,14580,(585) 667-5750,(585) 378-3490,33D2340086,Physician Office Lab,PPM,,2026-03-12,61,0,0,,,,,,,,,,,
C10D2340065,S,90,A_fresh_le_6mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-1_ORGNL_LE_3MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL",LAB RITE 1 LLC,,,,,7436 ROYAL PALM BLVD,,MARGATE,FL,33063,(954) 951-4541,,10D2340065,Independent / Reference Lab,Registration,,2026-03-11,62,8000,0,1245179787,LAB RITE 1 LLC,291U00000X,2026-03-27,46,,,LUIS,BARTELEMY,OWNER,9547610017
C15D2339971,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",IUHMG DERMATOLOGY,,,,,1458 S JACKSON ST,,FRANKFORT,IN,46041,(317) 944-0513,(317) 944-0511,15D2339971,Physician Office Lab,PPM,,2026-03-10,63,0,0,,,,,,,,,,,
C11D2339814,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",ESSENCE OF HEALTH WELLNESS CLINIC,,https://www.essenceofhealthwellnessclinic.com/atlanta-promo-page,2018-12-13,2707,"275 CARPENTER DRIVE, SUITE 300",,ATLANTA,GA,30328,(404) 857-0340,(423) 845-9602,11D2339814,Physician Office Lab,PPM,,2026-03-09,64,0,0,,,,,,,,,,,
C15D2339847,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",AMG SV - CARMEL GYNECOLOGY STE 315,,https://healthcare.ascension.org/locations/indiana/inasc/carmel-ascension-st-vincent-carmel/departments/13420-n-meridian-entrance-3/carmel-gynecology,,,13420 N MERIDIAN ST SUITE 315,,CARMEL,IN,46032,(317) 582-7249,(317) 582-7255,15D2339847,Physician Office Lab,PPM,,2026-03-09,64,0,0,,,,,,,,,,,
C34D2339740,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",LEVINE CHILDREN'S SPECIALTY - CONCORD,,https://atriumhealth.org/medical-services/childrens-services/locations/detail/atrium-health-levine-childrens-specialty-care-concord,2016-07-25,3578,100 MEDICAL PARK DR NE SUITE 310,,CONCORD,NC,28025,(704) 381-8800,,34D2339740,Physician Office Lab,PPM,,2026-03-06,67,0,0,,,,,,,,,,,
C49D2339359,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",MARIAN DIRECT PRIMARY CARE PLLC,,https://forestdirectprimarycare.com/,2014-06-28,4336,"1149 VISTA PARK DRIVE, SUITE B",,FOREST,VA,24551,(434) 616-2455,(434) 253-1806,49D2339359,Physician Office Lab,PPM,,2026-03-01,72,0,0,,,,,,,,,,,
C42D2339234,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",RSFPP SIGNATURE CARE- WINGO WAY,,https://www.rsfh.com/partners/primary-care/,2004-07-01,7985,180 WINGO WAY SUITE 303,,MOUNT PLEASANT,SC,29464,(843) 932-9906,(843) 402-2755,42D2339234,Physician Office Lab,PPM,,2026-02-26,75,0,0,,,,,,,,,,,
C50D2339179,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",NURSE PRACTITIONER INTEGRATIVE HEALTH,,https://www.npih.org/,2025-09-26,228,507 N SULLIVAN RD STE 20,,SPOKANE VALLEY,WA,99037,(509) 581-4339,(509) 878-6879,50D2339179,Physician Office Lab,PPM,,2026-02-25,76,0,0,,,,,,,,,,,
C18D2338752,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE","EQUITY DERMATOLOGY, PLLC",,https://equity-derm.com/,2024-09-22,597,610 CAVEMILL ROAD,,BOWLING GREEN,KY,42104,(270) 467-7400,(844) 444-1250,18D2338752,Physician Office Lab,PPM,,2026-02-18,83,0,0,,,,,,,,,,,
C33D2338765,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",VALLEY RIDGE DIRECT PRIMARY CARE PLLC,,,,,5 PARK SQUARE SUITE B,,ELLICOTTVILLE,NY,14731,(716) 785-0089,(716) 227-1769,33D2338765,Physician Office Lab,PPM,,2026-02-18,83,0,0,,,,,,,,,,,
C42D2338714,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",UROLOGICAL SERVICES OF SELF MEDICAL GROUP,,https://www.selfregional.org/locations/urological-services/,2001-08-20,9031,905 WEST GREENWOOD STREET,,ABBEVILLE,SC,29620,(843) 227-6401,(864) 725-1710,42D2338714,Physician Office Lab,PPM,,2026-02-17,84,0,0,,,,,,,,,,,
C42D2338724,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",ORANGEBURG FAMILY MEDICINE,,,,,1550 SIMS STREET,,ORANGEBURG,SC,29115,(803) 259-5762,(803) 259-3050,42D2338724,Physician Office Lab,PPM,,2026-02-17,84,0,0,,,,,,,,,,,
C11D2338682,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",WELLSTAR OBGYN NORTH FULTON,,https://www.wellstar.org/locations/medical-practice/obgyn-roswell-4500-hospital-boulevard-suite-230,1998-02-11,10317,"4500 HOSPITAL BOULEBARD, SUITE 230",,ROSWELL,GA,30076,(470) 267-3100,(470) 986-7357,11D2338682,Physician Office Lab,PPM,,2026-02-16,85,0,0,,,,,,,,,,,
C14D2338675,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",ADVOCATE MEDICAL GROUP,,https://www.advocatehealth.com/locations/advocate-medical-group-primary-care-oswego,1995-10-31,11151,80 TEMPLETON DR,,OSWEGO,IL,60543,(630) 554-3456,(630) 551-2933,14D2338675,Physician Office Lab,PPM,,2026-02-15,86,0,0,,,,,,,,,,,
C10D2338672,S,90,A_fresh_le_6mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-1_ORGNL_LE_3MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL",GSB DIAGNOSTICS LLC,,,,,300 NE 75TH STREET SUITE 110,,MIAMI,FL,33138,(786) 703-7778,(386) 381-1082,10D2338672,Independent / Reference Lab,Registration,,2026-02-13,88,0,0,1962355941,GSB DIAGNOSTICS LLC,291U00000X,2026-02-18,83,,,GRADY,KITTRELL,OWNER,7867037778
C34D2338560,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",UROLOGY SPECIALISTS OF THE CAROLINAS - GREENSBORO,,https://urologyspecialistsnc.com/greensboro/,2006-07-04,7252,509 NORTH ELAM AVENUE ROOM 233,,GREENSBORO,NC,27403,(336) 232-5317,(336) 274-0267,34D2338560,Physician Office Lab,PPM,,2026-02-12,89,0,0,,,,,,,,,,,
C45D2338568,S,90,A_fresh_le_6mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-1_ORGNL_LE_3MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL","AVINTIS DIAGNOSTICS, LLC",,,,,13700 VETERANS MEMORIAL DR SUITE 101,,HOUSTON,TX,77014,(346) 852-5132,,45D2338568,Independent / Reference Lab,Registration,,2026-02-12,89,0,0,1174473102,AVINTIS DIAGNOSTICS LLC,291U00000X,2026-01-29,103,,,UMAR SWADI,MOHAMMED,OWNER,3468525132
C14D2338520,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",CHRISTINE CLINIC DERMATOLOGY - URBANA,,https://www.christieclinic.com/locations/Christie-Clinic-in-Champaign-on-Windsor/21/location-details,1996-09-20,10826,1710 E WINDSOR RD,,URBANA,IL,61802,(217) 366-1248,(217) 366-6100,14D2338520,Physician Office Lab,PPM,,2026-02-11,90,0,0,,,,,,,,,,,
C49D2338445,S,90,A_fresh_le_6mo,C,"CLIA only — green field, no NPI/Medicare yet (could be very early or filing-light)","CMB_C_ONLY, C-1_ORGNL_LE_3MO, Q-PPM, N-3_NPI_NONE",JOHNS HOPKINS MEDICINE ARLINGTON SOM OB/GYN,,https://www.hopkinsmedicine.org/patient-care/locations/johns-hopkins-medicine-arlington,1999-12-10,9650,4102 WILSON BOULEVARD,,ARLINGTON,VA,22203,(703) 462-1777,(703) 657-1192,49D2338445,Physician Office Lab,PPM,,2026-02-11,90,0,0,,,,,,,,,,,
C06D2327812,S,90,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-4_RESIDENTIAL",TOP POINT DYNAMICS LLC,,,,,"27882 MEADOW DR, UNIT 104",,EVERGREEN,CO,80439,(951) 403-3424,,06D2327812,Independent / Reference Lab,Registration,,2025-07-30,286,300,0,1952255739,TOP POINT DYNAMICS LLC,291U00000X,2026-02-26,75,,,ANTHONY QUINN,PAYNE,OWNER,2134769779
C06D2327776,S,90,B_6_to_12mo,CN,"CLIA + NPI, no Medicare — bullseye: licensed + billing-ready, pre-Medicare-paperwork","CMB_CN_NO_M, C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-4_RESIDENTIAL",CENTER GROUP HOLDINGS LLC,,,,,"27882 MEADOW DR, UNIT 108",,EVERGREEN,CO,80439,(951) 403-3424,,06D2327776,Independent / Reference Lab,Registration,,2025-07-29,287,300,0,1710834676,CENTER GROUP HOLDINGS LLC,291U00000X,2026-03-11,62,,,DEEPAK,PARWATIKAR,OWNER,3104300806
N1366318859,S,90,B_6_to_12mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE","CLINICAL LABORATORY SOLUTIONS, LLC (DBA PREVENTIAL)",,,,,4801 S CLIFF AVE STE 212,SUITE 212,INDEPENDENCE,MO,64055,8163667774,,,,,,,,,,1366318859,"CLINICAL LABORATORY SOLUTIONS, LLC (DBA PREVENTIAL)",291U00000X,2025-10-13,211,,,CRISTIAN,SAEZ,CHIEF SCIENTIFIC OFFICER,8163667774
N1427911718,S,90,A_fresh_le_6mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE",TERESITA LAB LLC,,,,,AVE JESUS T PINERO,,SAN JUAN,PR,00927,7876750112,,,,,,,,,,1427911718,TERESITA LAB LLC,291U00000X,2025-12-04,159,,,JESSICA,GONZALEZ QUIJANO,CEO,7876750112
N1700744547,S,90,A_fresh_le_6mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE",ROCKY MOUNTAIN LABORATORIES LLC,,https://www.rockylabs.com/contact/,2016-07-12,3591,1400 E SOUTHERN AVE,,TEMPE,AZ,85282,8013104595,,,,,,,,,,1700744547,ROCKY MOUNTAIN LABORATORIES LLC,291U00000X,2026-01-12,120,,,SCOTT,WEISS,OWNER,8013104595
N1588513485,S,90,A_fresh_le_6mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE",PAIRIDEX INC.,,,,,4340 DUNCAN AVE STE 213,,SAINT LOUIS,MO,63110,9253513509,,,,,,,,,,1588513485,PAIRIDEX INC.,291U00000X,2026-01-23,109,,,PAUL,KORTSCHAK,CEO,9253513509
N1922950245,S,90,A_fresh_le_6mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE",ALLIED MEDICAL LABORATORY INC,,,,,2600 E COLORADO BLVD,,PASADENA,CA,91107,7474419470,,,,,,,,,,1922950245,ALLIED MEDICAL LABORATORY INC,291U00000X,2026-02-10,91,,,ANAIT,MURADYAN,PRESIDENT,7474419470
N1497602858,S,90,A_fresh_le_6mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE",MALEMILE BLOOD MOBILE LLC,,,,,5650 ARGONNE ST,,DENVER,CO,80249,7205720736,,,,,,,,,,1497602858,MALEMILE BLOOD MOBILE LLC,291U00000X,2026-03-14,59,,,CLAUDIA,FARINAS COSTA,OWNER,7205720736
N1538001094,S,90,A_fresh_le_6mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE","LAB ON WHEELS, LLC",,,,,1905 E 120TH ST,,LOS ANGELES,CA,90059,3215048518,,,,,,,,,,1538001094,"LAB ON WHEELS, LLC",291U00000X,2026-04-06,36,,,YOLANDA,CHAMBLISS WILLIAMS,OWNER,4074747476
N1447192901,S,90,A_fresh_le_6mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE",LAB ON WHEELS,,,,,1905 E 120TH ST,,LOS ANGELES,CA,90059,3215048518,,,,,,,,,,1447192901,LAB ON WHEELS,291U00000X,2026-04-06,36,,,YOLANDA,CHAMBLISS WILLIAMS,OWNER,4074747476
N1699617829,S,90,A_fresh_le_6mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE",LUMINODX INC.,,https://luminodx.com/,2024-01-04,859,7438 TRADE ST,,SAN DIEGO,CA,92121,8583337527,,,,,,,,,,1699617829,LUMINODX INC.,291U00000X,2026-04-07,35,,,JOHN,RIDGE,CONSULTANT,3176976209
N1144163569,S,90,A_fresh_le_6mo,N,NPI only — has lab taxonomy but no CLIA in our window (pre-CLIA OR join miss),"CMB_N_ONLY, N-2_NPI_LAB_TAX_ONLY, A-1_REAL_MEDICAL, S-1_STANDALONE","LAB ON A WHEELS, LLC",,,,,1905 EAST 120TH STREET,,LOS ANGELES,CA,90059,3215048518,,,,,,,,,,1144163569,"LAB ON A WHEELS, LLC",291U00000X,2026-04-10,32,,,YOLANDA,CHAMBLISS WILLIAMS,OWNER,4074747476
C05D2334463,S,90,A_fresh_le_6mo,CNM,ORGNL_PRTCPTN_DT ≤ 6 months,"C-2_ORGNL_LE_6MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-3_MULTI_TENANT_NON_MEDICAL, S-1_STANDALONE",VELION DIAGNOSTICS INC,,,,,7630 VINELAND AVE STE 206A,,SUN VALLEY,CA,91352,(747) 205-2549,,05D2334463,Independent / Reference Lab,Registration,,2025-11-20,173,36000,0,1013879741,VELION DIAGNOSTICS INC,291U00000X,2025-12-01,162,PART B SUPPLIER - INDEPENDENT CLINICAL LABORATORY,O20260130001000,FRIDA,KHUDAVERDYAN,OWNER,7473071317
C45D2332076,S,90,B_6_to_12mo,CNM,ORGNL_PRTCPTN_DT ≤ 12 months,"C-3_ORGNL_LE_12MO, Q-REGISTRATION, N-1_NPI_LAB_TAX_MATCH, A-1_REAL_MEDICAL",MOMENTUM DIAGNOSTICS COLLECTION,,https://www.momentumdiagnosticscollection.com/,2025-06-09,337,"7505 FANNIN STREET, SUITE 610",,HOUSTON,TX,77054,(708) 580-3668,,45D2332076,Independent / Reference Lab,Registration,,2025-10-14,210,9000,0,1457229387,MOMENTUM DIAGNOSTICS COLLECTION LLC,291U00000X,2025-10-23,201,PART B SUPPLIER - INDEPENDENT CLINICAL LABORATORY,O20260107000022,MORNEVER,GUNN,CEO,7085803668
